codigo_uf,uf,ano,cobertura,vacina
35,São Paulo,2016,80.97,Tríplice viral
41,Paraná,2016,92.63,Tríplice viral
42,Santa Catarina,2016,99.59,Tríplice viral
43,Rio Grande do Sul,2016,87.12,Tríplice viral
50,Mato Grosso do Sul,2016,94.94,Tríplice viral
51,Mato Grosso,2016,85.98,Tríplice viral
52,Goiás,2016,85.2,Tríplice viral
53,Distrito Federal,2016,129.99,Tríplice viral
11,Rondônia,2017,76.25,Tríplice viral
12,Acre,2017,52.16,Tríplice viral
13,Amazonas,2017,59.11,Tríplice viral
14,Roraima,2017,84.65,Tríplice viral
15,Pará,2017,51.04,Tríplice viral
16,Amapá,2017,56.4,Tríplice viral
17,Tocantins,2017,60.91,Tríplice viral
21,Maranhão,2017,21.33,Tríplice viral
22,Piauí,2017,18.78,Tríplice viral
23,Ceará,2017,36.06,Tríplice viral
24,Rio Grande do Norte,2017,18.37,Tríplice viral
25,Paraíba,2017,23.84,Tríplice viral
26,Pernambuco,2017,30.03,Tríplice viral
27,Alagoas,2017,31.1,Tríplice viral
28,Sergipe,2017,24.57,Tríplice viral
29,Bahia,2017,22.4,Tríplice viral
31,Minas Gerais,2017,18.48,Tríplice viral
32,Espírito Santo,2017,16.06,Tríplice viral
33,Rio de Janeiro,2017,19.54,Tríplice viral
35,São Paulo,2017,20.98,Tríplice viral
41,Paraná,2017,69.77,Tríplice viral
42,Santa Catarina,2017,67.25,Tríplice viral
43,Rio Grande do Sul,2017,62.47,Tríplice viral
50,Mato Grosso do Sul,2017,66.2,Tríplice viral
51,Mato Grosso,2017,64.68,Tríplice viral
52,Goiás,2017,59.59,Tríplice viral
53,Distrito Federal,2017,66.1,Tríplice viral
11,Rondônia,2018,53.43,Tríplice viral
12,Acre,2018,59.06,Tríplice viral
13,Amazonas,2018,58.52,Tríplice viral
14,Roraima,2018,71.34,Tríplice viral
15,Pará,2018,48.29,Tríplice viral
16,Amapá,2018,51.17,Tríplice viral
17,Tocantins,2018,65.92,Tríplice viral
21,Maranhão,2018,15.44,Tríplice viral
22,Piauí,2018,2.94,Tríplice viral
23,Ceará,2018,11.75,Tríplice viral
24,Rio Grande do Norte,2018,13.52,Tríplice viral
25,Paraíba,2018,8.61,Tríplice viral
26,Pernambuco,2018,11.29,Tríplice viral
27,Alagoas,2018,19.86,Tríplice viral
28,Sergipe,2018,1.23,Tríplice viral
29,Bahia,2018,5.46,Tríplice viral
31,Minas Gerais,2018,9.73,Tríplice viral
32,Espírito Santo,2018,7.34,Tríplice viral
33,Rio de Janeiro,2018,8.88,Tríplice viral
35,São Paulo,2018,37.16,Tríplice viral
41,Paraná,2018,63.22,Tríplice viral
42,Santa Catarina,2018,68.81,Tríplice viral
43,Rio Grande do Sul,2018,68.63,Tríplice viral
50,Mato Grosso do Sul,2018,78.83,Tríplice viral
51,Mato Grosso,2018,60.46,Tríplice viral
52,Goiás,2018,59.51,Tríplice viral
53,Distrito Federal,2018,82.12,Tríplice viral
11,Rondônia,2019,70.74,Tríplice viral
12,Acre,2019,75.68,Tríplice viral
13,Amazonas,2019,72.71,Tríplice viral
14,Roraima,2019,74.53,Tríplice viral
15,Pará,2019,59.9,Tríplice viral
16,Amapá,2019,64.43,Tríplice viral
17,Tocantins,2019,81.35,Tríplice viral
21,Maranhão,2019,6.94,Tríplice viral
22,Piauí,2019,2.14,Tríplice viral
23,Ceará,2019,13.04,Tríplice viral
24,Rio Grande do Norte,2019,3.74,Tríplice viral
25,Paraíba,2019,13.22,Tríplice viral
26,Pernambuco,2019,7.78,Tríplice viral
27,Alagoas,2019,3.43,Tríplice viral
28,Sergipe,2019,0.81,Tríplice viral
29,Bahia,2019,1.79,Tríplice viral
31,Minas Gerais,2019,1.37,Tríplice viral
32,Espírito Santo,2019,3.42,Tríplice viral
33,Rio de Janeiro,2019,6.76,Tríplice viral
35,São Paulo,2019,26.81,Tríplice viral
41,Paraná,2019,83.02,Tríplice viral
42,Santa Catarina,2019,89.32,Tríplice viral
43,Rio Grande do Sul,2019,82.89,Tríplice viral
50,Mato Grosso do Sul,2019,81.86,Tríplice viral
51,Mato Grosso,2019,79.44,Tríplice viral
52,Goiás,2019,71.18,Tríplice viral
53,Distrito Federal,2019,84.27,Tríplice viral
11,Rondônia,2020,47.65,Tríplice viral
12,Acre,2020,34.11,Tríplice viral
13,Amazonas,2020,34.43,Tríplice viral
14,Roraima,2020,42.46,Tríplice viral
15,Pará,2020,46.49,Tríplice viral
16,Amapá,2020,27.72,Tríplice viral
17,Tocantins,2020,55.31,Tríplice viral
21,Maranhão,2020,1.97,Tríplice viral
22,Piauí,2020,5.76,Tríplice viral
23,Ceará,2020,2.56,Tríplice viral
24,Rio Grande do Norte,2020,6.63,Tríplice viral
25,Paraíba,2020,6.39,Tríplice viral
26,Pernambuco,2020,3.97,Tríplice viral
27,Alagoas,2020,6.02,Tríplice viral
28,Sergipe,2020,2.29,Tríplice viral
29,Bahia,2020,4.8,Tríplice viral
31,Minas Gerais,2020,3.03,Tríplice viral
32,Espírito Santo,2020,1.37,Tríplice viral
33,Rio de Janeiro,2020,12.36,Tríplice viral
35,São Paulo,2020,2.64,Tríplice viral
41,Paraná,2020,56.24,Tríplice viral
42,Santa Catarina,2020,61.0,Tríplice viral
43,Rio Grande do Sul,2020,58.72,Tríplice viral
50,Mato Grosso do Sul,2020,56.33,Tríplice viral
51,Mato Grosso,2020,61.48,Tríplice viral
52,Goiás,2020,52.86,Tríplice viral
53,Distrito Federal,2020,42.89,Tríplice viral
11,Rondônia,2021,1.51,Tríplice viral
12,Acre,2021,1.63,Tríplice viral
13,Amazonas,2021,1.31,Tríplice viral
14,Roraima,2021,1.65,Tríplice viral
15,Pará,2021,2.55,Tríplice viral
16,Amapá,2021,0.96,Tríplice viral
17,Tocantins,2021,4.3,Tríplice viral
21,Maranhão,2021,3.11,Tríplice viral
22,Piauí,2021,8.8,Tríplice viral
23,Ceará,2021,3.87,Tríplice viral
24,Rio Grande do Norte,2021,7.57,Tríplice viral
25,Paraíba,2021,7.58,Tríplice viral
26,Pernambuco,2021,4.65,Tríplice viral
27,Alagoas,2021,8.2,Tríplice viral
28,Sergipe,2021,7.56,Tríplice viral
29,Bahia,2021,6.33,Tríplice viral
31,Minas Gerais,2021,4.83,Tríplice viral
32,Espírito Santo,2021,1.65,Tríplice viral
33,Rio de Janeiro,2021,12.74,Tríplice viral
35,São Paulo,2021,2.8,Tríplice viral
41,Paraná,2021,16.3,Tríplice viral
42,Santa Catarina,2021,19.53,Tríplice viral
43,Rio Grande do Sul,2021,3.44,Tríplice viral
50,Mato Grosso do Sul,2021,5.21,Tríplice viral
51,Mato Grosso,2021,6.84,Tríplice viral
52,Goiás,2021,7.41,Tríplice viral
53,Distrito Federal,2021,1.95,Tríplice viral
11,Rondônia,2022,9.81,Tríplice viral
12,Acre,2022,3.64,Tríplice viral
13,Amazonas,2022,12.62,Tríplice viral
14,Roraima,2022,5.48,Tríplice viral
15,Pará,2022,4.96,Tríplice viral
16,Amapá,2022,8.87,Tríplice viral
17,Tocantins,2022,14.31,Tríplice viral
21,Maranhão,2022,11.58,Tríplice viral
22,Piauí,2022,13.31,Tríplice viral
23,Ceará,2022,6.95,Tríplice viral
24,Rio Grande do Norte,2022,13.12,Tríplice viral
25,Paraíba,2022,11.71,Tríplice viral
26,Pernambuco,2022,10.55,Tríplice viral
27,Alagoas,2022,16.94,Tríplice viral
28,Sergipe,2022,11.77,Tríplice viral
29,Bahia,2022,14.69,Tríplice viral
31,Minas Gerais,2022,8.93,Tríplice viral
32,Espírito Santo,2022,0.93,Tríplice viral
33,Rio de Janeiro,2022,14.17,Tríplice viral
35,São Paulo,2022,7.53,Tríplice viral
41,Paraná,2022,14.24,Tríplice viral
42,Santa Catarina,2022,9.21,Tríplice viral
43,Rio Grande do Sul,2022,9.23,Tríplice viral
50,Mato Grosso do Sul,2022,14.8,Tríplice viral
51,Mato Grosso,2022,9.58,Tríplice viral
52,Goiás,2022,18.18,Tríplice viral
53,Distrito Federal,2022,2.29,Tríplice viral
11,Rondônia,2013,97.69,Pentavalente
12,Acre,2013,82.58,Pentavalente
13,Amazonas,2013,86.26,Pentavalente
14,Roraima,2013,83.04,Pentavalente
15,Pará,2013,89.61,Pentavalente
16,Amapá,2013,91.34,Pentavalente
17,Tocantins,2013,98.31,Pentavalente
21,Maranhão,2013,97.38,Pentavalente
22,Piauí,2013,90.77,Pentavalente
23,Ceará,2013,98.96,Pentavalente
24,Rio Grande do Norte,2013,88.26,Pentavalente
25,Paraíba,2013,98.36,Pentavalente
26,Pernambuco,2013,97.32,Pentavalente
27,Alagoas,2013,92.08,Pentavalente
28,Sergipe,2013,99.4,Pentavalente
29,Bahia,2013,91.33,Pentavalente
31,Minas Gerais,2013,103.23,Pentavalente
32,Espírito Santo,2013,98.02,Pentavalente
33,Rio de Janeiro,2013,92.73,Pentavalente
35,São Paulo,2013,100.16,Pentavalente
41,Paraná,2013,103.55,Pentavalente
42,Santa Catarina,2013,98.23,Pentavalente
43,Rio Grande do Sul,2013,102.15,Pentavalente
50,Mato Grosso do Sul,2013,112.52,Pentavalente
51,Mato Grosso,2013,98.24,Pentavalente
52,Goiás,2013,106.66,Pentavalente
53,Distrito Federal,2013,106.86,Pentavalente
11,Rondônia,2014,105.82,Pentavalente
12,Acre,2014,65.37,Pentavalente
13,Amazonas,2014,89.79,Pentavalente
14,Roraima,2014,87.06,Pentavalente
15,Pará,2014,83.29,Pentavalente
16,Amapá,2014,78.15,Pentavalente
17,Tocantins,2014,94.01,Pentavalente
21,Maranhão,2014,89.42,Pentavalente
22,Piauí,2014,82.79,Pentavalente
23,Ceará,2014,99.22,Pentavalente
24,Rio Grande do Norte,2014,89.94,Pentavalente
25,Paraíba,2014,93.34,Pentavalente
26,Pernambuco,2014,98.57,Pentavalente
27,Alagoas,2014,90.43,Pentavalente
28,Sergipe,2014,94.39,Pentavalente
29,Bahia,2014,92.11,Pentavalente
31,Minas Gerais,2014,99.06,Pentavalente
32,Espírito Santo,2014,101.02,Pentavalente
33,Rio de Janeiro,2014,94.62,Pentavalente
35,São Paulo,2014,96.84,Pentavalente
41,Paraná,2014,99.55,Pentavalente
42,Santa Catarina,2014,99.42,Pentavalente
43,Rio Grande do Sul,2014,95.54,Pentavalente
50,Mato Grosso do Sul,2014,129.67,Pentavalente
51,Mato Grosso,2014,101.63,Pentavalente
52,Goiás,2014,94.59,Pentavalente
53,Distrito Federal,2014,95.24,Pentavalente
11,Rondônia,2015,104.63,Pentavalente
12,Acre,2015,81.3,Pentavalente
13,Amazonas,2015,94.65,Pentavalente
14,Roraima,2015,96.87,Pentavalente
15,Pará,2015,73.15,Pentavalente
16,Amapá,2015,84.67,Pentavalente
17,Tocantins,2015,98.76,Pentavalente
21,Maranhão,2015,91.8,Pentavalente
22,Piauí,2015,82.32,Pentavalente
23,Ceará,2015,106.8,Pentavalente
24,Rio Grande do Norte,2015,90.8,Pentavalente
25,Paraíba,2015,93.65,Pentavalente
26,Pernambuco,2015,103.69,Pentavalente
27,Alagoas,2015,91.59,Pentavalente
28,Sergipe,2015,94.07,Pentavalente
29,Bahia,2015,94.2,Pentavalente
31,Minas Gerais,2015,101.0,Pentavalente
32,Espírito Santo,2015,100.23,Pentavalente
33,Rio de Janeiro,2015,99.72,Pentavalente
35,São Paulo,2015,99.76,Pentavalente
41,Paraná,2015,101.61,Pentavalente
42,Santa Catarina,2015,105.55,Pentavalente
43,Rio Grande do Sul,2015,91.77,Pentavalente
50,Mato Grosso do Sul,2015,118.36,Pentavalente
51,Mato Grosso,2015,101.82,Pentavalente
52,Goiás,2015,95.43,Pentavalente
53,Distrito Federal,2015,67.73,Pentavalente
11,Rondônia,2016,103.52,Pentavalente
12,Acre,2016,75.02,Pentavalente
13,Amazonas,2016,82.42,Pentavalente
14,Roraima,2016,91.68,Pentavalente
15,Pará,2016,67.08,Pentavalente
16,Amapá,2016,92.84,Pentavalente
17,Tocantins,2016,88.14,Pentavalente
21,Maranhão,2016,73.31,Pentavalente
22,Piauí,2016,79.16,Pentavalente
23,Ceará,2016,111.66,Pentavalente
24,Rio Grande do Norte,2016,76.37,Pentavalente
25,Paraíba,2016,87.67,Pentavalente
26,Pernambuco,2016,94.43,Pentavalente
27,Alagoas,2016,84.81,Pentavalente
28,Sergipe,2016,81.91,Pentavalente
29,Bahia,2016,77.82,Pentavalente
31,Minas Gerais,2016,93.28,Pentavalente
32,Espírito Santo,2016,92.27,Pentavalente
33,Rio de Janeiro,2016,97.11,Pentavalente
35,São Paulo,2016,88.94,Pentavalente
41,Paraná,2016,91.7,Pentavalente
42,Santa Catarina,2016,97.96,Pentavalente
43,Rio Grande do Sul,2016,88.43,Pentavalente
50,Mato Grosso do Sul,2016,99.06,Pentavalente
51,Mato Grosso,2016,95.48,Pentavalente
52,Goiás,2016,84.94,Pentavalente
53,Distrito Federal,2016,140.41,Pentavalente
11,Rondônia,2017,109.23,Pentavalente
12,Acre,2017,72.46,Pentavalente
13,Amazonas,2017,75.99,Pentavalente
14,Roraima,2017,94.33,Pentavalente
15,Pará,2017,61.24,Pentavalente
16,Amapá,2017,60.96,Pentavalente
17,Tocantins,2017,86.27,Pentavalente
21,Maranhão,2017,73.6,Pentavalente
22,Piauí,2017,76.3,Pentavalente
23,Ceará,2017,96.99,Pentavalente
24,Rio Grande do Norte,2017,69.16,Pentavalente
25,Paraíba,2017,82.47,Pentavalente
26,Pernambuco,2017,86.12,Pentavalente
27,Alagoas,2017,82.14,Pentavalente
28,Sergipe,2017,80.27,Pentavalente
29,Bahia,2017,76.94,Pentavalente
31,Minas Gerais,2017,87.7,Pentavalente
32,Espírito Santo,2017,82.58,Pentavalente
33,Rio de Janeiro,2017,93.53,Pentavalente
35,São Paulo,2017,87.75,Pentavalente
41,Paraná,2017,90.95,Pentavalente
42,Santa Catarina,2017,88.95,Pentavalente
43,Rio Grande do Sul,2017,83.83,Pentavalente
50,Mato Grosso do Sul,2017,93.24,Pentavalente
51,Mato Grosso,2017,85.07,Pentavalente
52,Goiás,2017,78.46,Pentavalente
53,Distrito Federal,2017,85.5,Pentavalente
11,Rondônia,2018,100.66,Pentavalente
12,Acre,2018,70.19,Pentavalente
13,Amazonas,2018,79.41,Pentavalente
14,Roraima,2018,83.77,Pentavalente
15,Pará,2018,57.75,Pentavalente
16,Amapá,2018,64.23,Pentavalente
17,Tocantins,2018,90.72,Pentavalente
21,Maranhão,2018,80.31,Pentavalente
22,Piauí,2018,86.22,Pentavalente
23,Ceará,2018,107.66,Pentavalente
24,Rio Grande do Norte,2018,89.61,Pentavalente
25,Paraíba,2018,91.45,Pentavalente
26,Pernambuco,2018,94.7,Pentavalente
27,Alagoas,2018,98.14,Pentavalente
28,Sergipe,2018,91.7,Pentavalente
29,Bahia,2018,77.02,Pentavalente
31,Minas Gerais,2018,98.61,Pentavalente
32,Espírito Santo,2018,90.42,Pentavalente
33,Rio de Janeiro,2018,88.3,Pentavalente
35,São Paulo,2018,91.99,Pentavalente
41,Paraná,2018,91.28,Pentavalente
42,Santa Catarina,2018,94.57,Pentavalente
43,Rio Grande do Sul,2018,85.28,Pentavalente
50,Mato Grosso do Sul,2018,95.26,Pentavalente
51,Mato Grosso,2018,89.26,Pentavalente
52,Goiás,2018,84.06,Pentavalente
53,Distrito Federal,2018,87.42,Pentavalente
11,Rondônia,2019,90.07,Pentavalente
12,Acre,2019,76.53,Pentavalente
13,Amazonas,2019,78.71,Pentavalente
14,Roraima,2019,64.16,Pentavalente
15,Pará,2019,62.45,Pentavalente
16,Amapá,2019,53.36,Pentavalente
17,Tocantins,2019,76.82,Pentavalente
21,Maranhão,2019,58.02,Pentavalente
22,Piauí,2019,68.48,Pentavalente
23,Ceará,2019,79.97,Pentavalente
24,Rio Grande do Norte,2019,69.13,Pentavalente
25,Paraíba,2019,81.97,Pentavalente
26,Pernambuco,2019,73.69,Pentavalente
27,Alagoas,2019,78.9,Pentavalente
28,Sergipe,2019,77.29,Pentavalente
29,Bahia,2019,66.88,Pentavalente
31,Minas Gerais,2019,74.89,Pentavalente
32,Espírito Santo,2019,67.08,Pentavalente
33,Rio de Janeiro,2019,55.19,Pentavalente
35,São Paulo,2019,72.29,Pentavalente
41,Paraná,2019,79.6,Pentavalente
42,Santa Catarina,2019,72.06,Pentavalente
43,Rio Grande do Sul,2019,72.0,Pentavalente
50,Mato Grosso do Sul,2019,86.26,Pentavalente
51,Mato Grosso,2019,72.62,Pentavalente
52,Goiás,2019,64.35,Pentavalente
53,Distrito Federal,2019,70.78,Pentavalente
11,Rondônia,2020,85.89,Pentavalente
12,Acre,2020,64.78,Pentavalente
13,Amazonas,2020,66.05,Pentavalente
14,Roraima,2020,77.12,Pentavalente
15,Pará,2020,56.14,Pentavalente
16,Amapá,2020,39.7,Pentavalente
17,Tocantins,2020,87.9,Pentavalente
21,Maranhão,2020,51.83,Pentavalente
22,Piauí,2020,62.3,Pentavalente
23,Ceará,2020,84.57,Pentavalente
24,Rio Grande do Norte,2020,67.9,Pentavalente
25,Paraíba,2020,73.65,Pentavalente
26,Pernambuco,2020,70.82,Pentavalente
27,Alagoas,2020,77.51,Pentavalente
28,Sergipe,2020,74.21,Pentavalente
29,Bahia,2020,69.55,Pentavalente
31,Minas Gerais,2020,89.31,Pentavalente
32,Espírito Santo,2020,88.18,Pentavalente
33,Rio de Janeiro,2020,56.83,Pentavalente
35,São Paulo,2020,90.09,Pentavalente
41,Paraná,2020,88.59,Pentavalente
42,Santa Catarina,2020,88.4,Pentavalente
43,Rio Grande do Sul,2020,87.04,Pentavalente
50,Mato Grosso do Sul,2020,83.65,Pentavalente
51,Mato Grosso,2020,77.37,Pentavalente
52,Goiás,2020,76.56,Pentavalente
53,Distrito Federal,2020,89.54,Pentavalente
11,Rondônia,2021,74.69,Pentavalente
12,Acre,2021,62.21,Pentavalente
13,Amazonas,2021,67.94,Pentavalente
14,Roraima,2021,52.09,Pentavalente
15,Pará,2021,56.57,Pentavalente
16,Amapá,2021,45.5,Pentavalente
17,Tocantins,2021,80.54,Pentavalente
21,Maranhão,2021,62.85,Pentavalente
22,Piauí,2021,75.85,Pentavalente
23,Ceará,2021,75.21,Pentavalente
24,Rio Grande do Norte,2021,72.21,Pentavalente
25,Paraíba,2021,71.14,Pentavalente
26,Pernambuco,2021,69.24,Pentavalente
27,Alagoas,2021,78.13,Pentavalente
28,Sergipe,2021,72.72,Pentavalente
29,Bahia,2021,64.29,Pentavalente
31,Minas Gerais,2021,77.7,Pentavalente
32,Espírito Santo,2021,77.92,Pentavalente
33,Rio de Janeiro,2021,56.17,Pentavalente
35,São Paulo,2021,74.32,Pentavalente
41,Paraná,2021,81.89,Pentavalente
42,Santa Catarina,2021,85.28,Pentavalente
43,Rio Grande do Sul,2021,76.56,Pentavalente
50,Mato Grosso do Sul,2021,75.93,Pentavalente
51,Mato Grosso,2021,76.23,Pentavalente
52,Goiás,2021,73.32,Pentavalente
53,Distrito Federal,2021,73.32,Pentavalente
11,Rondônia,2022,82.7,Pentavalente
12,Acre,2022,72.34,Pentavalente
13,Amazonas,2022,78.75,Pentavalente
14,Roraima,2022,60.63,Pentavalente
15,Pará,2022,66.08,Pentavalente
16,Amapá,2022,52.59,Pentavalente
17,Tocantins,2022,85.14,Pentavalente
21,Maranhão,2022,74.56,Pentavalente
22,Piauí,2022,87.37,Pentavalente
23,Ceará,2022,86.65,Pentavalente
24,Rio Grande do Norte,2022,75.79,Pentavalente
25,Paraíba,2022,72.64,Pentavalente
26,Pernambuco,2022,77.02,Pentavalente
27,Alagoas,2022,86.67,Pentavalente
28,Sergipe,2022,80.16,Pentavalente
29,Bahia,2022,75.82,Pentavalente
31,Minas Gerais,2022,82.9,Pentavalente
32,Espírito Santo,2022,79.27,Pentavalente
33,Rio de Janeiro,2022,58.03,Pentavalente
35,São Paulo,2022,76.76,Pentavalente
41,Paraná,2022,84.84,Pentavalente
42,Santa Catarina,2022,87.28,Pentavalente
43,Rio Grande do Sul,2022,78.62,Pentavalente
50,Mato Grosso do Sul,2022,86.1,Pentavalente
51,Mato Grosso,2022,85.86,Pentavalente
52,Goiás,2022,76.13,Pentavalente
53,Distrito Federal,2022,78.28,Pentavalente
